run_id,dataset,policy,families,n_views,n_samples,ci_excludes_zero,rescue_rate,mcnemar_p,ci_low,harm_rate,delta_accuracy,bootstrap_seed,ci_high
A-pathmnist-28px-groupnorm-policy-none-s0,pathmnist,none,H1|H2,100,7180,True,0.11965811965811966,0.0,-0.44902506963788297,0.5203395259449071,-0.43690807799442893,12155690499226630174,-0.42479108635097496
A-pathmnist-28px-groupnorm-policy-none-s1,pathmnist,none,H1|H2,1,7180,True,0.11822222222222223,0.0,-0.5693593314763231,0.682411230388109,-0.5569637883008357,16789262884220227691,-0.5442896935933148
A-pathmnist-28px-groupnorm-policy-none-s1,pathmnist,none,H1|H2,2,7180,True,0.12177777777777778,0.0,-0.522841225626741,0.6275805119735756,-0.5101671309192202,2790653458159232822,-0.4972144846796657
A-pathmnist-28px-groupnorm-policy-none-s1,pathmnist,none,H1|H2,5,7180,True,0.10577777777777778,0.0,-0.5169916434540389,0.618166804293972,-0.5047353760445683,14920098157305354165,-0.49220055710306404
A-pathmnist-28px-groupnorm-policy-none-s1,pathmnist,none,H1|H2,10,7180,True,0.09866666666666667,0.0,-0.4979108635097492,0.5940545004128819,-0.48551532033426187,4505678085202116130,-0.4731197771587744
A-pathmnist-28px-groupnorm-policy-none-s1,pathmnist,none,H1|H2,25,7180,True,0.104,0.0,-0.4874651810584958,0.5826589595375723,-0.4750696378830084,3739311885437117582,-0.46281337047353766
A-pathmnist-28px-groupnorm-policy-none-s1,pathmnist,none,H1|H2,50,7180,True,0.10933333333333334,0.0,-0.483983286908078,0.5796862097440132,-0.4717270194986073,897460531839256821,-0.45947075208913646
A-pathmnist-28px-groupnorm-policy-none-s1,pathmnist,none,H1|H2,100,7180,True,0.11288888888888889,0.0,-0.48161559888579386,0.5775392237819984,-0.46935933147632314,8020178098081861368,-0.4571030640668524
A-pathmnist-28px-groupnorm-policy-none-s2,pathmnist,none,H1|H2,1,7180,True,0.11635220125786164,0.0,-0.5626740947075209,0.6529071635078703,-0.5506963788300836,10983892824324171159,-0.5384401114206128
A-pathmnist-28px-groupnorm-policy-none-s2,pathmnist,none,H1|H2,2,7180,True,0.11425576519916142,0.0,-0.5235376044568245,0.606970767748153,-0.5111420612813371,9284180815878332408,-0.4986072423398329
A-pathmnist-28px-groupnorm-policy-none-s2,pathmnist,none,H1|H2,5,7180,True,0.09538784067085954,0.0,-0.5199164345403899,0.6000642467073563,-0.5076601671309192,13070914177956195698,-0.4954038997214485
