run_id,dataset,n_views,bn_vs_naive_ci_high,bn_vs_clean_ci_low,bn_vs_clean_ci_high,bn_vs_naive_ci_low,bn_delta_vs_naive,bn_vs_naive_excludes_zero,bn_vs_clean_excludes_zero,bn_delta_vs_clean
C-dermamnist-28px-resnet18-batchnorm-policy-none-s0,dermamnist,50,0.01995012468827928,-0.001995012468827939,0.02094763092269325,-0.006483790523690747,0.006982543640897787,False,False,0.009476309226932655
C-dermamnist-28px-resnet18-batchnorm-policy-none-s0,dermamnist,100,0.01845386533665827,-0.004488778054862919,0.01795511221945134,-0.007481296758104716,0.005486284289276777,False,False,0.006483790523690747
C-dermamnist-28px-resnet18-batchnorm-policy-none-s1,dermamnist,1,0.06882793017456357,0.0,0.015960099750623402,0.03990024937655867,0.054364089775561175,True,False,0.007980049875311757
C-dermamnist-28px-resnet18-batchnorm-policy-none-s1,dermamnist,2,0.056359102244389114,-0.004488778054862919,0.013965087281795463,0.030423940149625905,0.0433915211970074,True,False,0.0044887780548628076
C-dermamnist-28px-resnet18-batchnorm-policy-none-s1,dermamnist,5,0.055361596009975145,-0.003491271820448949,0.016458852867830442,0.028428927680798077,0.0418952618453865,True,False,0.006483790523690747
C-dermamnist-28px-resnet18-batchnorm-policy-none-s1,dermamnist,10,0.050872817955112226,-0.0029925187032419087,0.01845386533665838,0.024438902743142088,0.03740648379052369,True,False,0.007481296758104716
C-dermamnist-28px-resnet18-batchnorm-policy-none-s1,dermamnist,25,0.053366583541147095,-0.0009975062344139696,0.01996259351620938,0.027431421446383997,0.03990024937655856,True,False,0.009476309226932655
C-dermamnist-28px-resnet18-batchnorm-policy-none-s1,dermamnist,50,0.049376558603491216,-0.0029925187032419087,0.017955112219451452,0.02394014962593516,0.03640897755610972,True,False,0.007481296758104716
C-dermamnist-28px-resnet18-batchnorm-policy-none-s1,dermamnist,100,0.051371571072319155,-0.001995012468827939,0.01895261845386531,0.025935162094763098,0.03840399002493766,True,False,0.008478802992518686
C-dermamnist-28px-resnet18-batchnorm-policy-none-s2,dermamnist,1,0.08977556109725693,-0.007980049875311646,0.012468827930174564,0.051870324189526196,0.07132169576059844,True,False,0.0024937655860348684
C-dermamnist-28px-resnet18-batchnorm-policy-none-s2,dermamnist,2,0.051371571072319266,-0.00847880299251869,0.014962593516209433,0.016957605985037483,0.034413965087281784,True,False,0.0029925187032419087
C-dermamnist-28px-resnet18-batchnorm-policy-none-s2,dermamnist,5,0.03740648379052369,-0.009476309226932655,0.015960099750623402,0.004975062344139785,0.02094763092269325,True,False,0.0029925187032419087
C-dermamnist-28px-resnet18-batchnorm-policy-none-s2,dermamnist,10,0.02294264339152119,-0.008977556109725726,0.015960099750623402,-0.008478802992518686,0.007481296758104716,False,False,0.003491271820448838
C-dermamnist-28px-resnet18-batchnorm-policy-none-s2,dermamnist,25,0.01945137157107235,-0.009975062344139585,0.014962593516209436,-0.011970074812967635,0.003491271820448838,False,False,0.0024937655860348684
C-dermamnist-28px-resnet18-batchnorm-policy-none-s2,dermamnist,50,0.01995012468827928,-0.007980049875311757,0.01695760598503737,-0.011970074812967524,0.003990024937655878,False,False,0.0044887780548628076
C-dermamnist-28px-resnet18-batchnorm-policy-none-s2,dermamnist,100,0.014463840399002503,-0.010972568578553665,0.013965087281795466,-0.016458852867830442,-0.0009975062344139696,False,False,0.0014962593516208988
D-bloodmnist-128px-batchnorm-policy-none-s0,bloodmnist,1,0.5419467991815259,-0.09763227126571183,-0.07570885705933939,0.5018927214264836,0.5217772581116633,True,True,-0.08652440806781647
D-bloodmnist-128px-batchnorm-policy-none-s0,bloodmnist,2,0.5261619409529377,-0.1271558023969599,-0.1020169541069863,0.48406898567670276,0.5054077755042385,True,True,-0.11458637825197315
D-bloodmnist-128px-batchnorm-policy-none-s0,bloodmnist,5,0.4969307220111079,-0.13943291435252847,-0.11400175387313649,0.45513007892429114,0.4761765565624087,True,True,-0.12657117801812334
D-bloodmnist-128px-batchnorm-policy-none-s0,bloodmnist,10,0.49283835135925164,-0.1391479099678457,-0.1140017538731366,0.44957614732534346,0.4709149371528793,True,True,-0.12657117801812334
D-bloodmnist-128px-batchnorm-policy-none-s0,bloodmnist,25,0.5016077170418005,-0.13329435837474424,-0.10815551008477053,0.4580532008184741,0.47968430283542823,True,True,-0.12072493422975739
D-bloodmnist-128px-batchnorm-policy-none-s0,bloodmnist,50,0.4884536685179772,-0.1429479684302835,-0.11721718795673775,0.44460684010523244,0.4671148786904414,True,True,-0.13037123648056126
D-bloodmnist-128px-batchnorm-policy-none-s0,bloodmnist,100,0.4998538439052908,-0.1391406021631102,-0.11341712949429994,0.4562993276819643,0.47822274188833674,True,True,-0.1259865536392868
D-bloodmnist-128px-batchnorm-policy-none-s1,bloodmnist,1,0.5442852966968722,-0.016661794796843044,0.014907921660333279,0.5045235311312483,0.524408067816428,True,False,-0.0011692487576732136
D-bloodmnist-128px-batchnorm-policy-none-s1,bloodmnist,2,0.5244080678164279,-0.06372405729318908,-0.029231218941829895,0.4817231803566209,0.5027769657994738,True,True,-0.0464776381175096
D-bloodmnist-128px-batchnorm-policy-none-s1,bloodmnist,5,0.4659456299327682,-0.08944752996199934,-0.05349313066354866,0.42092955276235017,0.4437299035369775,True,True,-0.07132417421806492
D-bloodmnist-128px-batchnorm-policy-none-s1,bloodmnist,10,0.46214557147033036,-0.09090909090909083,-0.05523969599532308,0.4171294942999123,0.4393452206957031,True,True,-0.07307804735457468
D-bloodmnist-128px-batchnorm-policy-none-s1,bloodmnist,25,0.46185325928091203,-0.0926629640456007,-0.05612394036831336,0.4165448699210757,0.43934522069570303,True,True,-0.0742472961122479
D-bloodmnist-128px-batchnorm-policy-none-s1,bloodmnist,50,0.45309120140309844,-0.09997076878105815,-0.06343174510377081,0.4068985676702719,0.4302835428237358,True,True,-0.08155510084770534
D-bloodmnist-128px-batchnorm-policy-none-s1,bloodmnist,100,0.45659163987138257,-0.10143232972814964,-0.06430868167202575,0.40982168956445486,0.4334989769073371,True,True,-0.08272434960537856
D-bloodmnist-128px-batchnorm-policy-none-s2,bloodmnist,1,0.4878690441391406,-0.15434083601286175,-0.12744811458637828,0.44693802981584335,0.4671148786904414,True,True,-0.14089447529961996
D-bloodmnist-128px-batchnorm-policy-none-s2,bloodmnist,2,0.49342297573808824,-0.17509500146156087,-0.14761765565624085,0.45249926921952643,0.4729611224788074,True,True,-0.1613563285589008
D-bloodmnist-128px-batchnorm-policy-none-s2,bloodmnist,5,0.4519146448406898,-0.19029523531131254,-0.16135632855890092,0.40952937737503653,0.430575855013154,True,True,-0.17567962584039754
D-bloodmnist-128px-batchnorm-policy-none-s2,bloodmnist,10,0.4562993276819643,-0.19146448406898564,-0.16223326512715575,0.4127448114586378,0.4346682256650103,True,True,-0.17655656240865236
D-bloodmnist-128px-batchnorm-policy-none-s2,bloodmnist,25,0.4595147617655656,-0.202572347266881,-0.17304881613563283,0.41654486992107564,0.43759134755919327,True,True,-0.18766442560654772
D-bloodmnist-128px-batchnorm-policy-none-s2,bloodmnist,50,0.4577608886290558,-0.2107570885705934,-0.18094124524992694,0.41479099678456594,0.43642209880152,True,True,-0.1958491669102601
D-bloodmnist-128px-batchnorm-policy-none-s2,bloodmnist,100,0.4644840689856767,-0.20344928383513594,-0.1748026892721427,0.4209295527623502,0.4428529669687226,True,True,-0.18883367436422094
D-pathmnist-128px-batchnorm-policy-none-s0,pathmnist,1,0.2750696378830083,-0.04443245125348188,-0.027019498607242287,0.24498607242339832,0.26016713091922006,True,True,-0.035654596100278546
D-pathmnist-128px-batchnorm-policy-none-s0,pathmnist,2,0.16225626740947074,-0.14122562674094707,-0.12005571030640672,0.13147632311977714,0.14693593314763237,True,True,-0.13064066852367684
D-pathmnist-128px-batchnorm-policy-none-s0,pathmnist,5,0.24052924791086344,-0.06545961002785516,-0.04651810584958216,0.20919220055710308,0.22493036211699163,True,True,-0.05598885793871866
D-pathmnist-128px-batchnorm-policy-none-s0,pathmnist,10,0.2334261838440111,-0.06768802228412252,-0.048328690807799446,0.2026462395543176,0.21810584958217272,True,True,-0.05793871866295264
D-pathmnist-128px-batchnorm-policy-none-s0,pathmnist,25,0.22827646239554314,-0.07298050139275769,-0.054038997214484685,0.1977715877437326,0.21309192200557098,True,True,-0.0633704735376045
D-pathmnist-128px-batchnorm-policy-none-s0,pathmnist,50,0.16420612813370472,-0.13704735376044563,-0.11573816155988859,0.13370473537604455,0.14888579387186635,True,True,-0.12618384401114202
D-pathmnist-128px-batchnorm-policy-none-s0,pathmnist,100,0.21643454038997217,-0.08774373259052926,-0.06824512534818938,0.1866295264623955,0.20125348189415038,True,True,-0.07799442896935938
D-pathmnist-128px-batchnorm-policy-none-s1,pathmnist,1,0.2598920612813371,-0.1947075208913649,-0.16977715877437327,0.23203342618384404,0.2459610027855153,True,True,-0.18245125348189417
D-pathmnist-128px-batchnorm-policy-none-s1,pathmnist,2,0.1700557103064067,-0.25766016713091916,-0.23231197771587747,0.1423398328690808,0.15640668523676882,True,True,-0.245125348189415
D-pathmnist-128px-batchnorm-policy-none-s1,pathmnist,5,0.24554317548746513,-0.20933147632311971,-0.18384401114206128,0.21782729805013928,0.23175487465181055,True,True,-0.19651810584958218
D-pathmnist-128px-batchnorm-policy-none-s1,pathmnist,10,0.24484679665738168,-0.20459610027855157,-0.17910863509749309,0.21685236768802224,0.23077994428969356,True,True,-0.19206128133704736
D-pathmnist-128px-batchnorm-policy-none-s1,pathmnist,25,0.23314763231197777,-0.2128133704735376,-0.1880222841225626,0.20584958217270194,0.21963788300835652,True,True,-0.20041782729805013
D-pathmnist-128px-batchnorm-policy-none-s1,pathmnist,50,0.18245125348189412,-0.2607242339832869,-0.2352367688022285,0.1551532033426184,0.16880222841225623,True,True,-0.24805013927576602
D-pathmnist-128px-batchnorm-policy-none-s1,pathmnist,100,0.21239554317548748,-0.2292479108635097,-0.20389972144846802,0.18481545961002788,0.19860724233983285,True,True,-0.21657381615598886
D-pathmnist-128px-batchnorm-policy-none-s2,pathmnist,1,0.3903899721448467,-0.11253481894150419,-0.09080779944289696,0.3615598885793872,0.376183844011142,True,True,-0.10181058495821727
D-pathmnist-128px-batchnorm-policy-none-s2,pathmnist,2,0.3149025069637883,-0.1629526462395543,-0.1398293871866295,0.2853760445682451,0.29999999999999993,True,True,-0.15125348189415044
D-pathmnist-128px-batchnorm-policy-none-s2,pathmnist,5,0.33537604456824516,-0.1279944289693593,-0.10571030640668533,0.3058495821727019,0.3207520891364903,True,True,-0.11685236768802221
D-pathmnist-128px-batchnorm-policy-none-s2,pathmnist,10,0.33008356545961004,-0.11337047353760443,-0.09136490250696372,0.30041782729805017,0.3153203342618385,True,True,-0.10222841225626733
D-pathmnist-128px-batchnorm-policy-none-s2,pathmnist,25,0.3002785515320334,-0.1247945682451254,-0.1027855153203342,0.27103064066852367,0.2853760445682451,True,True,-0.11378830083565461
D-pathmnist-128px-batchnorm-policy-none-s2,pathmnist,50,0.25543175487465186,-0.15849582172701948,-0.13537604456824515,0.22437325905292482,0.23997214484679663,True,True,-0.147075208913649
D-pathmnist-128px-batchnorm-policy-none-s2,pathmnist,100,0.2580779944289693,-0.140807799442897,-0.11852367688022292,0.22715877437325904,0.24275766016713085,True,True,-0.1296657381615599
